120	400	1500	33902613
330	400	1500	107141
120	1600	1500	59699967
330	1600	1500	154345
120	400	4500	47716260
330	400	4500	175626
120	1600	4500	72489111
330	1600	4500	296099
225	1000	3000	41858416
50	1000	3000	30960570
400	1000	3000	21686
225	0	3000	12734412
225	2000	3000	50805855
225	1000	500	0
225	1000	5500	45743840
