186	400	3750	2006679
226	400	3750	220037
186	600	3750	1047023.4
226	600	3750	212026.3
186	400	4250	978938.1
226	400	4250	250537.2
186	600	4250	997874.2
226	600	4250	213150.4
206	500	4000	540591.9
166	500	4000	1453805
246	500	4000	191527.9
206	300	4000	587978.2
206	700	4000	570580.1
206	500	3500	582090.4
206	500	4500	594434.2
